"name","code","city","region","state","start_lat","start_lon","turn_lat","turn_lon","length","monitored","BB.stat","SMD.stat","LMD.stat"
"Griffiths Priday State Park","GrifPrdy","Copalis Beach","South Coast","Washington",47.137798,-124.185453,47.114157,-124.181962,2.69,TRUE,2,1,1
"Seaview","SeaView","Long Beach","South Coast","Washington",46.330379,-124.067844,46.346064,-124.065443,1.75,TRUE,1,1,1
"Long Beach - 143rd N","143rdN","Long Beach","South Coast","Washington",46.405989,-124.060858,46.41703,-124.061235,1.8,TRUE,1,1,1
"Washaway Beach #2","WswyBch2","Grayland","South Coast","Washington",46.741281,-124.091828,46.735737,-124.07701,1.3,TRUE,NA,NA,NA
"Driftwood South","DrftwdS","Ocean Shores","South Coast","Washington",46.94434,-124.17529,46.93636,-124.17483,0.89,TRUE,1,1,1
"South Surfside","SthSrfsd","Ocean Park","South Coast","Washington",46.530155,-124.060319,46.515724,-124.060043,1.6,TRUE,2,1,1
"South Ocean","SthOcn","Ocean Shores","South Coast","Washington",46.983508,-124.172701,46.972248,-124.173097,1.25,TRUE,2,2,2
"North Jetty","NrthJtty","Ocean Shores","South Coast","Washington",46.927832,-124.173873,46.936368,-124.174835,0.98,TRUE,2,1,1
"Oysterville North","OystrN","Ocean Park","South Coast","Washington",46.548162,-124.061812,46.560915,-124.062829,1,TRUE,2,1,1
"Ocean City","OcnCty","Ocean City","South Coast","Washington",47.070123,-124.17579,47.078518,-124.176919,0.8,TRUE,2,1,1
"South Chance","SthChnc","Ocean Shores","South Coast","Washington",47.007074,-124.172432,46.993929,-124.172819,1.48,TRUE,2,1,1
"Ocean Park-North","OcnPkNth","Ocean Park","South Coast","Washington",46.504902,-124.059365,46.515598,-124.060801,2.7,TRUE,1,1,1
"Damon Point-East","DmnPntEa","Ocean Shores","South Coast","Washington",46.94527,-124.130208,46.938355,-124.111189,1.5,TRUE,2,1,1
"South Pacific","SthPac","Ocean Shores","South Coast","Washington",46.993929,-124.172819,46.98341,-124.172884,1.15,TRUE,2,1,1
"Klipsan Beach","KlpsnBch","Ocean Park","South Coast","Washington",46.464918,-124.059616,46.447333,-124.058857,1.9,TRUE,2,1,1
"N. Head Lighthouse S","NrthHdS","Ilwaco","South Coast","Washington",46.296636,-124.076022,46.286906,-124.077364,1.1,TRUE,2,1,1
"Cohasset North","ChsstN","Cohasset Beach","South Coast","Washington",46.87335,-124.12179,46.86642,-124.11907,0.8,TRUE,1,1,1
"Marine View Dr S","MarVDrS","Ocean Shores","South Coast","Washington",46.95261,-124.174927,46.94432,-124.17519,0.95,TRUE,2,1,2
"Damon North","DmnNth","Ocean Shores","South Coast","Washington",47.03258,-124.173221,47.017455,-124.172761,1.67,TRUE,2,1,1
"Jake's Beach","JksBch","Ocean Shores","South Coast","Washington",47.050373,-124.174449,47.060491,-124.175344,1.13,TRUE,2,1,1
"N. Head Lighthouse N","NrthHdN","Ilwaco","South Coast","Washington",46.302232,-124.075256,46.311273,-124.071225,1.1,TRUE,1,1,1
"Twin Harbors State Park","TwnHrbSP","Westport","South Coast","Washington",46.858654,-124.114991,46.84923,-124.112052,1.07,TRUE,2,1,1
"South Taurus","SthTrus","Ocean Shores","South Coast","Washington",46.972197,-124.172901,46.962604,-124.173998,1.1,TRUE,2,2,2
"Twin Harbors","TwnHrbrs","Westport","South Coast","Washington",46.858672,-124.114991,46.823072,-124.104128,4,FALSE,NA,NA,NA
"South Leadbetter A","SLdbttrA","Ocean Park","South Coast","Washington",46.560758,-124.062716,46.572218,-124.064183,1.3,FALSE,NA,NA,NA
"Midway Beach","Midway","Heather","South Coast","Washington",46.758562,-124.102514,46.76916,-124.104248,1.1,TRUE,1,1,1
"Cline Spit","ClnSpt","Sequim","Strait","Washington",48.152296,-123.152031,48.148926,-123.166856,1.25,TRUE,2,1,1
"Crescent Bay","CrscntBy","Port Angeles","Strait","Washington",48.163033,-123.704069,48.158279,-123.717649,1.16,FALSE,NA,NA,NA
"Cannonball","CnnnBll","Port Angeles","Strait","Washington",48.160318,-123.921716,48.154235,-123.862316,4.94,TRUE,2,1,1
"Dungeness Spit 3-4","DungSp34","Sequim","Strait","Washington",48.175876,-123.135664,48.18082,-123.115472,1.7,TRUE,NA,NA,NA
"Cape George South","cpgrgs","Port Townsend","Strait","Washington",48.09551,-122.878985,48.086501,-122.881445,1.1,TRUE,2,1,1
"Dungeness Spit Tip","DungSpTp","Sequim","Strait","Washington",48.184702,-123.101842,48.18082,-123.115472,1.7,FALSE,NA,NA,NA
"McCurdy Point","McCrdyPt","Port Townsend","Strait","Washington",48.142651,-122.782007,48.136258,-122.8367,4.5,TRUE,2,1,1
"Thompson Spit","TomSpt","Sequim","Strait","Washington",48.09818,-122.948682,48.096821,-122.940816,2,TRUE,2,1,1
"Blyn","Blyn","Sequim","Strait","Washington",48.025787,-123.009804,48.03014,-123.017668,0.7,FALSE,NA,NA,NA
"John Wayne Marina","JhnWynM","Sequim","Strait","Washington",48.061459,-123.040106,48.058393,-123.046084,0.53,TRUE,2,1,1
"Port Williams North","PrtWlmsN","Sequim","Strait","Washington",48.097248,-123.046801,48.113679,-123.059035,1.8,TRUE,2,1,1
"Shipwreck South","ShpwkSth","Sekiu","Strait","Washington",48.31533,-124.4468,48.30636,-124.43467,1.4,TRUE,1,1,1
"Morse Creek","MrseCrk","Port Angeles","Strait","Washington",48.117776,-123.352881,48.114295,-123.340819,1,TRUE,NA,NA,NA
"Neah Bay Second Beach","NhByScnd","Neah Bay","Strait","Washington",48.370465,-124.582142,48.37044,-124.577867,0.33,TRUE,1,1,1
"Three Crabs","ThrCrbs","Sequim","Strait","Washington",48.13791,-123.100943,48.151692,-123.122623,2,TRUE,2,1,1
"Jamestown","Jmstown","Sequim","Strait","Washington",48.125256,-123.081034,48.134644,-123.096604,2.2,FALSE,NA,NA,NA
"Dng.Spit Bayside 1-2","DgSpBs12","Sequim","Strait","Washington",48.158586,-123.171383,48.168011,-123.159022,1.7,FALSE,NA,NA,NA
"Middle Point","MddlPt","Sekiu","Strait","Washington",48.257674,-124.284855,48.259077,-124.296741,0.6,TRUE,2,1,1
"Bagley Creek","BgleyBch","Port Angeles","Strait","Washington",48.114295,-123.340819,48.11344,-123.323614,1.2,TRUE,NA,NA,NA
"Dng.Spit Bayside 0-1","DgSpBs01","Sequim","Strait","Washington",48.146908,-123.185989,48.158586,-123.171383,1.7,FALSE,NA,NA,NA
"West Sequim Bay","WSqB","Sequim","Strait","Washington",48.040545,-123.025886,48.036293,-123.018764,0.8,FALSE,NA,NA,NA
"Cape George","CpGrg","Port Townsend","Strait","Washington",48.108671,-122.881783,48.128786,-122.845679,3.5,FALSE,NA,NA,NA
"Dungeness Spit 1-2","DungSp12","Sequim","Strait","Washington",48.15777,-123.173879,48.166468,-123.161973,1.7,TRUE,2,1,1
"Warmhouse Beach","WrmhsBch","Neah Bay","Strait","Washington",48.388375,-124.66788,48.391184,-124.659573,0.7,TRUE,1,1,1
"Front Beach (NB)","Frnt","Neah Bay","Strait","Washington",48.368887,-124.602022,48.367512,-124.607285,1.6,TRUE,1,1,1
"Dungeness Spit 3-5","DungSp35","Sequim","Strait","Washington",48.175876,-123.135664,48.184702,-123.101842,3.4,TRUE,2,1,1
"Ediz Hook","EdizHook","Port Angeles","Strait","Washington",48.138709,-123.45573,48.141485,-123.42816,2.2,TRUE,2,2,2
"Dungeness Spit 2-3","DungSp23","Sequim","Strait","Washington",48.166468,-123.161973,48.175876,-123.135664,1.7,TRUE,2,1,1
"Neah Bay First Beach","NhByFrst","Neah Bay","Strait","Washington",48.371276,-124.587249,48.371973,-124.584385,0.24,TRUE,1,1,1
"Dungeness Spit 0-1","DungSp01","Sequim","Strait","Washington",48.146285,-123.187476,48.15777,-123.173879,1.7,TRUE,2,1,1
"Dng.Spit Bayside 2-3","DgSpBs23","Sequim","Strait","Washington",48.168011,-123.159022,48.174735,-123.143135,1.7,FALSE,NA,NA,NA
"Slip Point","SlpPnt","Clallam Bay","Strait","Washington",48.261118,-124.2521113,48.256201,-124.2604267,0.86,TRUE,2,1,1
"Shipwreck Point","ShpwrkPt","Sekiu","Strait","Washington",48.315632,-124.446617,48.318471,-124.455399,2.1,TRUE,2,1,1
"Freshwater Bay","FrshwtBy","","Strait","Washington",48.149794,-123.638487,48.1465,-123.641562,1.4,TRUE,2,1,1
"Graysmarsh","Graymrsh","Sequim","Strait","Washington",48.12524,-123.081048,48.115719,-123.060753,1.9,TRUE,2,2,2
"Island View Beach","IslndVw","Sekiu","Strait","Washington",48.297812,-124.410092,48.306276,-124.434018,1.6,TRUE,1,1,1
"Ennis Creek","EnnsCrk","Port Angeles","Strait","Washington",48.117219,-123.405441,48.114455,-123.397974,0.7,TRUE,2,2,2
"Jamestown Road Beach","JmstwnRd","Sequim","Strait","Washington",48.125269,-123.081098,48.130268,-123.090255,0.9,FALSE,NA,NA,NA
"Clallam Bay Park W","ClmByPkW","Clallam Bay","Strait","Washington",48.25528,-124.261941,48.2544,-124.275856,1,TRUE,2,1,1
"Whiskey Creek","WhskyCr","Port Angeles","Strait","Washington",48.155708,-123.779915,48.159367,-123.766472,2.4,TRUE,1,2,1
"Sekiu River West","SknRvrW","Sekiu","Strait","Washington",48.288099,-124.395137,48.291087,-124.400088,1.6,TRUE,1,1,1
"Lyre River Estuary","LrRvrEst","Port Angeles","Strait","Washington",48.160241,-123.827219,48.156484,-123.818583,0.76,TRUE,2,1,1
"East Elwha","EElwha","Port Angeles","Strait","Washington",48.150641,-123.553184,48.147053,-123.564381,1,TRUE,2,1,1
"Dungeness Bluff","DngBlff","Sequim","Strait","Washington",48.146949,-123.186471,48.138167,-123.199235,1.3,TRUE,2,2,2
"Beckett Point","BckttPt","Port Townsend","Strait","Washington",48.076282,-122.891312,48.082788,-122.885148,0.94,TRUE,2,1,1
"Port Williams","PrtWllms","Sequim","Strait","Washington",48.097248,-123.046801,48.083949,-123.045408,0.6,TRUE,1,1,1
"Cape George East","CpGrgE","Port Townsend","Strait","Washington",48.128786,-122.845679,48.11639,-122.865179,2,TRUE,1,1,1
"Point Wilson","PtWlsn","Port Townsend","Strait","Washington",48.144056,-122.753789,48.142495,-122.782147,2,TRUE,1,2,1
"Diamond Point North","DmndPntN","Sequim","Strait","Washington",48.096028,-122.927278,48.095882,-122.923434,0.7,TRUE,2,1,1
"Deep Creek","DeepCrk","","Strait","Washington",48.172515,-124.005371,48.172143,-124.020028,1.3,TRUE,2,1,1
"Elwha West","ElwhWst","Port Angeles","Strait","Washington",48.146049,-123.567817,48.138376,-123.578001,1.2,TRUE,2,2,1
"Panorama Vista","PnrmVst","Sequim","Strait","Washington",48.088546,-123.009156,48.085035,-123.017712,0.75,TRUE,2,1,1
"Dungeness Spit 4-5","DungSp45","Sequim","Strait","Washington",48.18082,-123.115472,48.184702,-123.101842,1.7,TRUE,NA,NA,NA
"Travis Spit","TrvsSpt","Sequim","Strait","Washington",48.088546,-123.009156,48.079985,-123.041347,1.5,TRUE,NA,NA,NA
"Cape George West","CpGrgW","Port Townsend","Strait","Washington",48.108671,-122.881783,48.11639,-122.865179,1.5,TRUE,2,1,1
"Diamond Point East","DmndPntE","Sequim","Strait","Washington",48.094662,-122.914818,48.089053,-122.920365,0.8,TRUE,2,1,1
"Hoko West","HokoW","Sekiu","Strait","Washington",48.287099,-124.362035,48.288348,-124.39409,2.6,TRUE,2,1,1
"Hollywood Beach","HllwdBch","Port Angeles","Strait","Washington",48.119287,-123.428178,48.120013,-123.428863,0.1,TRUE,2,2,1
"Neah Bay Third Beach","NhByThrd","Neah Bay","Strait","Washington",48.367586,-124.564988,48.366049,-124.572951,0.6,TRUE,1,1,1
"Twin River","TwnRvr","Clallam Bay","Strait","Washington",48.165625,-123.946971,48.160174,-123.921994,2.5,TRUE,2,1,1
